id,status
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,0
10,0
11,1
12,1
13,1
14,1
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,1
23,1
24,0
25,1
26,0
27,1
28,1
29,0
30,0
31,0
32,1
33,0
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,0
44,0
45,0
46,0
47,0
48,1
49,1
50,1
51,1
52,0
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,0
63,1
64,1
65,1
66,1
67,0
68,1
69,1
70,1
71,1
72,0
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
