1.0,1.0,0.9815010570824524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.987075928917609,1.0,1.0,0.8756137479541737,1.0,0.9499999999999997,0.9500000000000002,0.9500000000000001,0.9499999999999998,0.9221183800623053,1.0,1.0,0.8729729729729728,1.0,
1.0,0.9830866807610994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9532258064516129,0.98195149464185,1.0,0.9391154508902929,0.9418960244648318,0.9857142857142858,1.0,1.0,1.0,0.9407114624505929,0.9831932773109243,1.0,
1.0,0.9830866807610994,0.9811827956989247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523287671232877,0.9815880322209437,1.0,0.9378663540445487,0.940625,0.9853820598006645,1.0,1.0,1.0,0.9393122049898853,0.9827709978463747,
1.0,0.9830866807610994,0.9811827956989247,1.0,1.0,1.0,1.0,0.9304109589041096,0.9870435806831567,1.0,1.0,0.9367541766109786,1.0,0.9445859872611466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9393122049898853,0.9827709978463747,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873150105708245,1.0,1.0,0.8779443254817989,1.0,0.9499999999999997,0.9500000000000002,0.9500000000000001,0.9500000000000001,0.923780487804878,1.0,1.0,0.8759075907590758,0.663149962321025,1.0,
1.0,1.0,0.9815010570824524,1.0,1.0,1.0,1.0,0.9827679052234788,1.0,1.0,1.0,1.0,1.0,1.0,0.9523287671232877,0.9815880322209437,1.0,0.9378663540445487,0.940625,0.9853820598006645,1.0,1.0,1.0,0.9393122049898853,0.9827709978463747,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873150105708245,1.0,1.0,0.8779443254817989,1.0,0.9499999999999997,0.9266844512195122,0.9760978277855916,0.9767368977193588,0.9297319713690821,1.0,1.0,0.8674203023240232,0.6884211777905147,1.0,
1.0,0.9830866807610994,0.9811827956989247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523287671232877,0.9815880322209437,1.0,0.9378663540445487,0.940625,0.9853820598006645,1.0,1.0,1.0,0.9393122049898853,0.9827709978463747,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873150105708245,1.0,1.0,0.8779443254817989,1.0,0.9499999999999997,0.9500000000000002,1.0,1.0,0.9237804878048781,0.9542904290429042,1.0,0.8764655023344284,0.6648778755474885,1.0,
1.0,1.0,0.9815010570824524,1.0,1.0,0.9827679052234788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523287671232877,0.9815880322209437,1.0,0.9378663540445487,0.940625,0.9853820598006645,1.0,1.0,1.0,0.9393122049898853,0.9827709978463747,
