id,current,real_power_from,reactive_power_from,real_power_to,reactive_power_to,resistance,reactance,susceptance,rateA,rateB,rateC,ratio,angle,angmin,angmax
1,55.45772338799813,11.798205316504706,-5.381314355562772,-11.767352866541282,2.4738717054529076,0.02,0.06,0.03,130.0,130.0,130.0,0.0,0.0,-360.0,360.0
2,67.46287842578802,14.992859231684807,4.90440793289002,-14.863035301195275,-6.374649628396393,0.05,0.19,0.02,130.0,130.0,130.0,0.0,0.0,-360.0,360.0
3,72.63039518641231,15.734677815708242,6.390623534378212,-15.553356974393612,-7.833853571814773,0.06,0.17,0.02,65.0,65.0,65.0,0.0,0.0,-360.0,360.0
4,58.792701603991254,12.463028747825199,5.174665648867407,-12.444129887042033,-5.099070205734743,0.01,0.04,0.0,130.0,130.0,130.0,0.0,0.0,-360.0,360.0
5,64.55377631630721,14.179770090095259,5.174479244173663,-14.060175053222919,-6.658237967430806,0.05,0.2,0.02,130.0,130.0,130.0,0.0,0.0,-360.0,360.0
6,97.97854917830058,21.122895835740255,8.87085808870377,-20.796729495003323,-9.833433500415191,0.06,0.18,0.02,65.0,65.0,65.0,0.0,0.0,-360.0,360.0
7,134.0022349449167,27.682794017074247,13.160413167561877,-27.584616312204503,-12.76770234808289,0.01,0.04,0.0,90.0,90.0,90.0,0.0,0.0,-360.0,360.0
8,68.17353978773967,14.060172373304027,6.841048405138286,-13.92957695486803,-7.4741623503003645,0.05,0.12,0.01,70.0,70.0,70.0,0.0,0.0,-360.0,360.0
9,40.82693365035145,8.898604760577111,2.564972333116965,-8.870424369613179,-3.425835354876285,0.03,0.08,0.01,130.0,130.0,130.0,0.0,0.0,-360.0,360.0
10,162.83352479148022,29.373857305533583,22.393007299371597,-29.22888787275136,-21.813129568242694,0.01,0.04,0.0,32.0,32.0,32.0,0.0,0.0,-360.0,360.0
11,1.6792300765484365E-11,3.671937296855446E-12,-1.0127846044119573E-12,-3.671937296855447E-12,1.0127846044119898E-12,0.0,0.21,0.0,65.0,65.0,65.0,0.0,0.0,-360.0,360.0
12,45.760360824103515,10.108861932860496,-2.356809569363472,-10.108861932860496,2.997953741837725,0.0,0.56,0.0,32.0,32.0,32.0,0.0,0.0,-360.0,360.0
13,0.0,0.0,-0.0,0.0,-0.0,0.0,0.21,0.0,65.0,65.0,65.0,0.0,0.0,-360.0,360.0
14,43.263170621574034,9.096103975155703,-3.951694274597732,-9.096103975155705,4.06426310805696,0.0,0.11,0.0,65.0,65.0,65.0,0.0,0.0,-360.0,360.0
15,32.83635487894479,-7.285313602368386,-1.827473860537212,7.285313602368386,1.9807491062449933,0.0,0.26,0.0,65.0,65.0,65.0,0.0,0.0,-360.0,360.0
16,167.5862931930152,-36.999999838531856,-10.7558958988202,36.99999983853186,12.905674904737586,0.0,0.14,0.0,65.0,65.0,65.0,0.0,0.0,-360.0,360.0
17,23.768906681048282,5.406100324992218,0.8000467315988476,-5.3690332387152795,-0.7197347113321434,0.12,0.26,0.0,32.0,32.0,32.0,0.0,0.0,-360.0,360.0
18,42.14273006207964,9.59396428991457,-1.3573927731030277,-9.525991958782871,1.4836271023476089,0.07,0.13,0.0,32.0,32.0,32.0,0.0,0.0,-360.0,360.0
19,17.239215764561713,3.514623968060554,1.8324977889932377,-3.4999999635706396,-1.8000000012378707,0.09,0.2,0.0,32.0,32.0,32.0,0.0,0.0,-360.0,360.0
20,5.311528319635901,-0.8309665526209644,-0.8802649695548167,0.8343600731067304,0.8833499881782402,0.22,0.2,0.0,16.0,16.0,16.0,0.0,0.0,-360.0,360.0
