id,status
1,1
2,1
3,1
4,1
5,1
6,0
7,0
8,1
9,1
10,1
11,1
12,0
13,0
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,0
24,1
25,0
26,1
27,1
28,0
29,1
30,1
31,1
32,0
33,1
34,1
35,1
36,1
37,1
38,1
39,0
40,0
41,0
42,1
43,1
44,0
45,0
46,0
47,1
48,1
49,0
50,1
51,1
52,0
53,0
54,1
55,1
56,1
57,1
58,1
59,1
60,0
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,0
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,0
83,1
84,1
85,0
86,0
87,0
88,0
89,0
90,0
91,1
92,1
93,1
94,1
95,0
96,0
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,0
106,0
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,0
129,0
130,0
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,1
185,1
186,1
187,0
188,0
189,1
190,1
191,0
192,1
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,1
201,1
202,1
203,1
204,1
205,1
206,1
207,1
208,0
209,1
210,0
211,1
212,1
213,0
214,1
215,1
216,1
217,1
218,1
219,0
220,1
221,1
222,1
223,1
224,1
225,1
226,1
227,1
228,1
229,1
230,1
231,1
232,0
233,0
234,0
235,1
236,1
237,1
238,0
239,1
240,1
241,1
242,1
243,1
244,1
245,0
246,1
247,1
248,1
249,1
250,1
251,1
252,0
253,1
254,0
255,1
256,1
257,1
258,1
259,1
260,1
261,0
262,0
263,1
264,1
265,0
266,0
267,1
268,0
269,1
270,1
271,1
272,1
273,1
274,1
275,1
276,1
277,1
278,1
279,1
280,1
281,1
282,0
283,0
284,0
285,0
286,1
287,1
288,1
289,1
290,1
291,1
292,1
293,0
294,0
295,1
296,0
297,0
298,1
299,0
300,1
301,1
302,0
303,1
304,1
305,1
306,1
307,1
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,0
318,1
319,1
320,1
321,1
322,1
323,0
324,1
325,1
326,1
327,1
328,1
329,1
330,0
331,0
332,1
333,1
334,1
335,1
336,1
337,1
338,0
339,1
340,1
341,1
342,1
343,0
344,0
345,0
346,1
347,0
348,0
349,0
350,1
351,1
352,1
353,1
354,1
355,1
356,1
357,1
358,0
359,1
360,1
361,1
362,1
363,0
364,1
365,1
366,1
367,1
368,1
369,1
370,0
371,1
372,0
373,1
374,1
375,1
376,1
377,1
378,1
379,0
380,0
381,1
382,0
383,1
384,0
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,1
393,0
394,1
395,1
396,1
397,1
398,1
399,1
400,1
401,0
402,1
403,0
404,0
405,0
406,1
407,1
408,0
409,0
410,1
411,0
412,0
413,1
414,1
415,1
416,1
417,1
418,1
419,1
420,0
421,1
422,1
423,1
424,1
425,1
426,0
427,1
428,1
429,1
430,1
431,1
432,0
433,1
434,1
435,0
436,1
437,0
438,1
439,0
440,1
441,1
442,1
443,1
444,1
445,0
446,1
447,0
448,1
449,1
450,0
451,0
452,0
453,1
454,0
455,0
456,0
457,1
458,1
459,0
460,0
461,1
462,0
463,0
464,1
465,1
466,0
467,0
468,1
469,1
470,1
471,1
472,1
473,1
474,1
475,0
476,0
477,1
478,1
479,0
480,1
481,1
482,1
483,1
484,1
485,1
486,0
487,1
488,0
489,1
490,1
491,0
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,0
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,0
510,0
511,1
512,1
513,0
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,0
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,0
545,1
546,1
547,1
548,0
549,1
550,1
551,1
552,1
553,0
554,0
555,0
556,0
557,0
558,1
559,1
560,1
561,1
562,0
563,1
564,0
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,0
573,1
574,1
575,1
576,0
577,1
578,0
579,1
580,1
581,1
582,1
583,1
584,0
585,0
586,1
587,1
588,1
589,0
590,1
591,1
592,1
593,1
594,1
595,1
596,1
597,0
598,0
599,0
600,0
601,0
602,0
