511.0,128.0,88.0,137.0,132.0,151.0,112.0,230.0,116.0,115.0,101.0,117.0,140.0,91.0,86.0,112.0,105.0,136.0,83.0,76.0,98.0,93.0,89.0,84.0,86.0,
464.0,125.0,95.0,118.0,194.0,110.0,81.0,87.0,92.0,101.0,101.0,154.0,88.0,128.0,123.0,101.0,113.0,153.0,107.0,95.0,71.0,84.0,73.0,79.0,86.0,
560.0,189.5,94.0,112.0,130.0,106.0,116.0,101.0,110.0,85.0,116.0,103.0,81.0,85.0,100.0,97.0,94.0,74.0,106.0,87.0,75.0,83.0,98.0,69.0,96.0,
429.0,140.5,109.0,138.0,144.0,90.0,153.0,101.0,110.0,93.0,80.0,91.0,83.0,96.0,136.0,87.0,85.0,92.0,105.0,112.0,103.0,112.0,68.0,69.0,85.0,
692.0,217.0,252.0,180.0,250.0,189.0,206.0,278.0,324.0,320.0,246.0,203.0,256.0,187.0,216.0,175.0,216.0,191.0,203.0,252.0,212.0,307.0,216.0,166.5,148.0,
637.0,380.0,187.0,233.0,216.0,218.0,198.0,234.5,240.0,350.0,270.0,196.0,221.0,268.0,296.0,141.0,156.0,135.0,298.0,210.0,187.0,221.0,276.0,180.0,153.0,
1335.0,433.0,66.0,71.0,70.0,136.0,46.0,37.0,54.0,30.0,61.0,28.0,21.0,40.0,32.0,42.0,20.0,13.0,12.0,16.0,5.0,12.0,1.0,11.5,2.0,
2251.0,266.0,124.0,119.0,83.0,75.0,51.0,168.0,15.0,62.0,3.0,8.0,8.0,95.0,13.0,9.0,10.0,5.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,
1136.0,18.0,20.0,28.0,19.0,38.0,13.0,39.0,21.0,18.0,27.0,16.0,11.0,30.0,11.0,8.0,13.0,15.0,19.0,10.0,1.0,2.0,1.0,3.0,1.0,
3503.0,78.0,51.0,51.0,27.0,23.5,39.0,12.0,2.0,13.0,7.0,2.0,9.0,3.0,1.0,7.0,7.0,1.0,2.0,1.0,3.0,2.0,36.0,1.0,2.0,
