id,current,real_power_from,reactive_power_from,real_power_to,reactive_power_to,resistance,reactance,susceptance,rateA,rateB,rateC,ratio,angle,angmin,angmax
1,0.0,12.38692595237919,-5.572302124412509,-12.352922036550748,2.674313871897642,0.02,0.06,0.03,130.0,130.0,130.0,0.0,0.0,-360.0,360.0
2,0.0,37.96609488142969,-3.5651494525987752,-37.242092705299775,4.338986952054411,0.05,0.19,0.02,130.0,130.0,130.0,0.0,0.0,-360.0,360.0
3,0.0,-17.751174501699648,13.136084960310718,18.060134358216626,-14.235610953272445,0.06,0.17,0.02,65.0,65.0,65.0,0.0,0.0,-360.0,360.0
4,0.0,35.07609237514562,-5.421986562697729,-34.947202681134776,5.937545338741095,0.01,0.04,0.0,130.0,130.0,130.0,0.0,0.0,-360.0,360.0
5,0.0,21.130420639705406,8.55264414091013,-20.86154679645853,-9.420093198386933,0.05,0.2,0.02,130.0,130.0,130.0,0.0,0.0,-360.0,360.0
6,0.0,8.368489766714,13.724372833915721,-8.196386500917331,-15.146045726198377,0.06,0.18,0.02,65.0,65.0,65.0,0.0,0.0,-360.0,360.0
7,0.0,24.970666882367407,10.75940471110305,-24.89370862332712,-10.451571674941915,0.01,0.04,0.0,90.0,90.0,90.0,0.0,0.0,-360.0,360.0
8,0.0,20.86154679645857,9.599252640175177,-20.576999999999977,-9.837250000000076,0.05,0.12,0.01,70.0,70.0,70.0,0.0,0.0,-360.0,360.0
9,0.0,3.6329614195782884,2.085419493935517,-3.626554174549411,-2.986739282929174,0.03,0.08,0.01,130.0,130.0,130.0,0.0,0.0,-360.0,360.0
10,0.0,27.23599895938229,27.718995837528947,-27.075000000000273,-27.07500000000086,0.01,0.04,0.0,32.0,32.0,32.0,0.0,0.0,-360.0,360.0
11,0.0,-1.1109621162330057,-4.138370851296822,1.1109621162330052,4.179476871365539,0.0,0.21,0.0,65.0,65.0,65.0,0.0,0.0,-360.0,360.0
12,0.0,-0.6348354949902866,-2.364783343598076,0.6348354949902866,2.4005763406647116,0.0,0.56,0.0,32.0,32.0,32.0,0.0,0.0,-360.0,360.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,65.0,65.0,65.0,0.0,0.0,-360.0,360.0
