id,status
1,1
2,1
3,1
4,1
5,0
6,0
7,0
8,1
9,0
10,1
11,1
12,0
13,0
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,0
24,1
25,0
26,1
27,1
28,0
29,1
30,1
31,1
32,0
33,0
34,1
35,0
36,0
37,0
38,1
39,0
40,0
41,0
42,1
43,1
44,0
45,0
46,0
47,1
48,1
49,0
50,1
51,1
52,0
53,0
54,1
55,1
56,1
57,1
58,1
59,1
60,0
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,0
69,1
70,1
71,0
72,0
73,0
74,0
75,1
76,1
77,0
78,1
79,0
80,0
81,1
82,0
83,1
84,1
85,0
86,0
87,0
88,0
89,0
90,0
91,1
92,1
93,1
94,1
95,0
96,0
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,0
106,0
107,1
108,1
109,1
110,0
111,0
112,0
113,0
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,0
129,0
130,0
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,0
145,1
146,1
147,1
148,1
149,1
150,1
151,0
152,0
153,0
154,1
155,1
156,1
157,1
158,1
159,1
160,0
161,0
162,0
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,0
173,0
174,1
175,1
176,1
177,0
178,0
179,0
180,0
181,1
182,1
183,1
184,1
185,1
186,1
187,0
188,0
189,1
190,1
191,0
192,1
193,1
194,1
195,1
196,1
197,1
198,0
199,0
200,0
201,0
202,0
203,0
204,1
205,1
206,1
207,1
208,0
209,1
210,0
211,1
212,1
213,0
214,1
215,1
216,1
217,1
218,0
219,0
220,0
221,1
222,0
223,1
224,0
225,1
226,0
227,0
228,0
229,1
230,1
231,0
232,0
233,0
234,0
235,1
236,1
237,1
238,0
239,1
240,0
241,1
242,1
243,1
244,1
245,0
246,1
247,1
248,1
249,1
250,1
251,0
252,0
253,0
254,0
255,1
256,1
257,1
258,1
259,1
260,1
261,0
262,0
263,1
264,1
265,0
266,0
267,0
268,0
269,0
270,0
271,1
272,0
273,0
274,1
275,0
276,1
277,0
278,1
279,1
280,0
281,0
282,0
283,0
284,0
285,0
286,1
287,1
288,1
289,1
290,1
291,1
292,1
293,0
294,0
295,1
296,0
297,0
298,1
299,0
300,1
301,1
302,0
303,0
304,1
305,1
306,0
307,1
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,0
318,1
319,1
320,0
321,1
322,1
323,0
324,1
325,1
326,1
327,0
328,0
329,1
330,0
331,0
332,1
333,1
334,1
335,0
336,0
337,0
338,0
339,1
340,0
341,1
342,1
343,0
344,0
345,0
346,1
347,0
348,0
349,0
350,1
351,0
352,0
353,1
354,0
355,0
356,0
357,0
358,0
359,0
360,1
361,0
362,0
363,0
364,1
365,0
366,1
367,0
368,1
369,1
370,0
371,1
372,0
373,1
374,1
375,1
376,0
377,1
378,1
379,0
380,0
381,1
382,0
383,1
384,0
385,1
386,1
387,1
388,1
389,1
390,0
391,1
392,1
393,0
394,1
395,1
396,1
397,0
398,1
399,1
400,0
401,0
402,1
403,0
404,0
405,0
406,1
407,1
408,0
409,0
410,1
411,0
412,0
413,0
414,1
415,1
416,1
417,1
418,1
419,1
420,0
421,1
422,1
423,0
424,0
425,1
426,0
427,1
428,0
429,1
430,1
431,1
432,0
433,0
434,0
435,0
436,1
437,0
438,0
439,0
440,1
441,1
442,1
443,1
444,1
445,0
446,1
447,0
448,0
449,1
450,0
451,0
452,0
453,1
454,0
455,0
456,0
457,1
458,0
459,0
460,0
461,1
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,1
470,1
471,1
472,1
473,1
474,1
475,0
476,0
477,1
478,0
479,0
480,0
481,1
482,0
483,0
484,1
485,1
486,0
487,1
488,0
489,1
490,1
491,0
492,0
493,1
494,1
495,1
496,1
497,0
498,1
499,0
500,0
501,0
502,0
503,0
504,1
505,0
506,1
507,0
508,0
509,0
510,0
511,0
512,1
513,0
514,1
515,0
516,0
517,0
518,1
519,0
520,0
521,0
522,1
523,1
524,0
525,0
526,0
527,0
528,0
529,1
530,0
531,1
532,1
533,1
534,1
535,0
536,1
537,1
538,1
539,1
540,0
541,1
542,1
543,1
544,0
545,0
546,0
547,0
548,0
549,1
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,1
559,0
560,1
561,1
562,0
563,1
564,0
565,1
566,1
567,1
568,0
569,0
570,1
571,0
572,0
573,1
574,1
575,1
576,0
577,1
578,0
579,0
580,0
581,0
582,0
583,1
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,1
592,0
593,1
594,1
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
