id,current,real_power_from,reactive_power_from,real_power_to,reactive_power_to,resistance,reactance,susceptance,rateA,rateB,rateC,ratio,angle,angmin,angmax
1,148.84525163264976,32.670700196045566,-11.997707891258536,-32.43518489159159,9.704253804620457,0.02,0.06,0.03,130.0,130.0,68.42453817153203,0.0,0.0,-360.0,360.0
2,121.43969822274795,26.799526470265224,9.386715485960906,-26.38647723145687,-9.754048073295758,0.05,0.19,0.02,130.0,130.0,68.42453817153203,0.0,0.0,-360.0,360.0
3,119.37932120428373,24.705828410074023,12.993019607854672,-24.222118876969724,-13.547906096604729,0.06,0.17,0.02,65.0,65.0,34.21226908576602,0.0,0.0,-360.0,360.0
4,112.51671756289385,23.98647722981027,8.554048074050009,-23.91725861567033,-8.277173617490238,0.01,0.04,0.0,130.0,130.0,68.42453817153203,0.0,0.0,-360.0,360.0
5,76.944170133942,16.433912341108034,7.322887811827543,-16.264240372926277,-8.595916687241658,0.05,0.2,0.02,130.0,130.0,68.42453817153203,0.0,0.0,-360.0,360.0
6,125.55192625874622,26.086105097402946,13.467471668315188,-25.552229528027166,-13.785661989481206,0.06,0.18,0.02,65.0,65.0,34.21226908576602,0.0,0.0,-360.0,360.0
7,58.03775150533153,12.458863194051684,3.899173586065985,-12.440446573122307,-3.8255071023484764,0.01,0.04,0.0,90.0,90.0,47.370834118752974,0.0,0.0,-360.0,360.0
8,81.0183085292827,16.264240375538442,8.776742868529274,-16.080290610321146,-9.268055813573238,0.05,0.12,0.01,70.0,70.0,36.843982092363404,0.0,0.0,-360.0,360.0
9,30.221037182530814,6.734985707906081,0.755838525843642,-6.719709384943888,-1.6319441867527906,0.03,0.08,0.01,130.0,130.0,68.42453817153203,0.0,0.0,-360.0,360.0
10,153.04507768000303,24.82230991469614,24.42809638328978,-24.694245778648284,-23.915839839098336,0.01,0.04,0.0,32.0,32.0,16.842963242223274,0.0,0.0,-360.0,360.0
11,100.77268057755909,19.891257440359453,10.726119470018105,-19.891257440359453,-9.560132469477647,0.0,0.21,0.0,65.0,65.0,34.21226908576602,0.0,0.0,-360.0,360.0
12,57.58438872825648,11.366432771272166,6.129211139930673,-11.366432771272166,-5.113929948288808,0.0,0.56,0.0,32.0,32.0,16.842963242223274,0.0,0.0,-360.0,360.0
13,0.0,0.0,-0.0,0.0,-0.0,0.0,0.21,0.0,65.0,65.0,34.21226908576602,0.0,0.0,-360.0,360.0
14,100.77267969578398,19.8912571864403,9.560132552001921,-19.891257186440303,-8.949377467169116,0.0,0.11,0.0,65.0,65.0,34.21226908576602,0.0,0.0,-360.0,360.0
15,144.40366704496074,28.080514258728172,16.325906135131564,-28.080514258728172,-13.361630504221354,0.0,0.26,0.0,65.0,65.0,34.21226908576602,0.0,0.0,-360.0,360.0
16,165.6981874904513,-36.99999965183321,-9.394074023702363,36.9999996518332,11.49568507305054,0.0,0.14,0.0,65.0,65.0,34.21226908576602,0.0,0.0,-360.0,360.0
17,26.598791797215075,5.431944530122125,1.8178798647229788,-5.385525735600178,-1.717305809925426,0.12,0.26,0.0,32.0,32.0,16.842963242223274,0.0,0.0,-360.0,360.0
18,43.80183527172127,9.089707307384012,2.52070300502026,-9.016277659292825,-2.384333658565198,0.07,0.13,0.0,32.0,32.0,16.842963242223274,0.0,0.0,-360.0,360.0
19,13.038415777174535,2.3588624052402656,1.5230476761658247,-2.35049711616798,-1.5044581448940786,0.09,0.2,0.0,32.0,32.0,16.842963242223274,0.0,0.0,-360.0,360.0
20,3.8720557879451714,-0.8144742574691203,0.11730580800934545,0.8162776683446823,-0.11566634357701606,0.22,0.2,0.0,16.0,16.0,8.421481621111637,0.0,0.0,-360.0,360.0
21,5.545171320043264,-1.1495029181165186,-0.2955418244284677,1.1508478760946466,0.2987360996265215,0.08,0.19,0.0,16.0,16.0,8.421481621111637,0.0,0.0,-360.0,360.0
22,52.8339639116469,12.10216914077223,-0.8175563799251818,-11.934285697761874,1.153323265945892,0.11,0.22,0.0,16.0,16.0,8.421481621111637,0.0,0.0,-360.0,360.0
23,16.029976386747162,-3.1999999757158966,-0.9000000070834707,3.208429553205689,0.9182640916446866,0.06,0.13,0.0,16.0,16.0,8.421481621111637,0.0,0.0,-360.0,360.0
24,64.4708429606981,-12.708429485352505,-4.318264106404559,12.776606305886324,4.477343354316791,0.03,0.07,0.0,32.0,32.0,16.842963242223274,0.0,0.0,-360.0,360.0
25,75.4609897857015,15.256811572614277,5.8311556375799025,-14.976606304718596,-5.177343345823308,0.09,0.21,0.0,32.0,32.0,16.842963242223274,0.0,0.0,-360.0,360.0
26,55.22864187513737,10.200878824087278,6.232151954499838,-10.150847871292765,-6.098736080381138,0.03,0.08,0.0,32.0,32.0,16.842963242223274,0.0,0.0,-360.0,360.0
27,102.34008819112971,17.67179059132453,11.600846887227164,-17.499999111714533,-11.200000101470485,0.03,0.07,0.0,32.0,32.0,16.842963242223274,0.0,0.0,-360.0,360.0
28,133.8012383135337,-20.904816406948374,-21.174759257197575,21.590000224368787,22.643010294527027,0.07,0.15,0.0,32.0,32.0,16.842963242223274,0.0,0.0,-360.0,360.0
29,121.68976117440384,-18.48338399433123,-21.40225595857321,18.56434891025781,21.56418579042638,0.01,0.02,0.0,32.0,32.0,16.842963242223274,0.0,0.0,-360.0,360.0
30,68.65775063993424,-15.742291455745322,-0.8002164561615097,16.000023212321814,1.3156799693144945,0.1,0.2,0.0,16.0,16.0,8.421481621111637,0.0,0.0,-360.0,360.0
31,67.5874570895075,12.588176974003765,9.55493166516375,-12.288466271618018,-9.105365611585132,0.12,0.18,0.0,16.0,16.0,8.421481621111637,0.0,0.0,-360.0,360.0
32,41.22982791490289,9.446112990187473,1.9268916264243339,-9.325288439635086,-1.6759483291232284,0.13,0.27,0.0,16.0,16.0,8.421481621111637,0.0,0.0,-360.0,360.0
33,19.183939245014024,3.5885333801860293,2.4428639811682116,-3.5503021763547458,-2.376462416619142,0.19,0.33,0.0,16.0,16.0,8.421481621111637,0.0,0.0,-360.0,360.0
34,19.18393967568615,3.5503022374815143,2.3764624977215703,-3.499998019655416,-2.3000000866259023,0.25,0.38,0.0,16.0,16.0,8.421481621111637,0.0,0.0,-360.0,360.0
35,58.94055789863492,-13.404788640806801,2.5452469165117577,13.613723046215512,-2.146372142549676,0.11,0.21,0.0,16.0,16.0,8.421481621111637,0.0,0.0,-360.0,360.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,65.0,65.0,34.21226908576602,0.0,0.0,-360.0,360.0
37,27.36826322656499,6.17388200329721,1.6840278133304396,-6.083785912230454,-1.5120261849302672,0.22,0.42,0.0,16.0,16.0,8.421481621111637,0.0,0.0,-360.0,360.0
38,31.29068423527844,7.1223949504872435,1.6745629326654436,-6.951090403779455,-1.3533669075883437,0.32,0.6,0.0,16.0,16.0,8.421481621111637,0.0,0.0,-360.0,360.0
39,16.302915792211763,3.6837859122304057,0.6120261849302001,-3.648909596220512,-0.54663309241165,0.24,0.45,0.0,16.0,16.0,8.421481621111637,0.0,0.0,-360.0,360.0
40,209.9550999365839,-29.999978588637404,-29.99998487952773,31.41050864219881,33.04479985415419,0.06,0.2,0.02,32.0,32.0,16.842963242223274,0.0,0.0,-360.0,360.0
41,145.5880367741041,24.798729947200037,21.9514292406114,-24.562515429162936,-22.171071143229966,0.02,0.06,0.01,32.0,32.0,16.842963242223274,0.0,0.0,-360.0,360.0
