id,current,real_power_from,reactive_power_from,real_power_to,reactive_power_to,resistance,reactance,susceptance,rateA,rateB,rateC,ratio,angle,angmin,angmax
1,0.0,10.885400650170943,-5.084686242466496,-10.859132265616608,2.1634913961293987,0.02,0.06,0.03,130.0,130.0,65.0,0.0,0.0,-360.0,360.0
2,0.0,15.05485048424202,4.0971794737043155,-14.928535603397004,-5.583733944889026,0.05,0.19,0.02,130.0,130.0,65.0,0.0,0.0,-360.0,360.0
3,0.0,16.03296352727877,5.221280333985192,-15.855507378202121,-6.679057223040498,0.06,0.17,0.02,65.0,65.0,32.5,0.0,0.0,-360.0,360.0
4,0.0,12.52853560339694,4.3837339448889745,-12.510307768102994,-4.310822603713185,0.01,0.04,0.0,130.0,130.0,65.0,0.0,0.0,-360.0,360.0
5,0.0,13.800944227548792,4.508759335948984,-13.690537982052135,-6.032236825477636,0.05,0.2,0.02,130.0,130.0,65.0,0.0,0.0,-360.0,360.0
6,0.0,20.29522451078903,7.427502452496252,-20.005473149470923,-8.505293598467913,0.06,0.18,0.02,65.0,65.0,32.5,0.0,0.0,-360.0,360.0
7,0.0,22.73895246517913,11.36331471641292,-22.67168143404554,-11.094230591878585,0.01,0.04,0.0,90.0,90.0,45.0,0.0,0.0,-360.0,360.0
8,0.0,13.690537982052058,6.215606295065408,-13.570190064912769,-6.877194095398309,0.05,0.12,0.01,70.0,70.0,35.0,0.0,0.0,-360.0,360.0
9,0.0,9.261173333750804,3.165047453698997,-9.229809935087115,-4.022805904601833,0.03,0.08,0.01,130.0,130.0,65.0,0.0,0.0,-360.0,360.0
10,0.0,24.663134979695165,24.43006578918063,-24.535886744509554,-23.921072848438172,0.01,0.04,0.0,32.0,32.0,16.0,0.0,0.0,-360.0,360.0
11,0.0,6.463329936480361,-3.39554571695962,-6.4633299364803625,3.5137440480305218,0.0,0.21,0.0,65.0,65.0,32.5,0.0,0.0,-360.0,360.0
12,0.0,3.693331392274493,-1.9403118382626463,-3.693331392274493,2.0432328340250643,0.0,0.56,0.0,32.0,32.0,16.0,0.0,0.0,-360.0,360.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,65.0,65.0,32.5,0.0,0.0,-360.0,360.0
14,0.0,6.463329936480367,-3.5137440480305226,-6.463329936480367,3.5756574595438524,0.0,0.11,0.0,65.0,65.0,32.5,0.0,0.0,-360.0,360.0
15,0.0,-1.9731373188738945,-1.9734348896598801,1.9731373188738945,1.9945141202060839,0.0,0.26,0.0,65.0,65.0,32.5,0.0,0.0,-360.0,360.0
16,0.0,-37.000000000000014,-9.347826555731881,37.000000000000014,11.447902826507091,0.0,0.14,0.0,65.0,65.0,32.5,0.0,0.0,-360.0,360.0
17,0.0,5.2271417724537175,0.9789006141456187,-5.192186577132301,-0.9031643576158823,0.12,0.26,0.0,32.0,32.0,16.0,0.0,0.0,-360.0,360.0
18,0.0,8.801112118341281,-0.7636151457731469,-8.744844050806513,0.8681129854805733,0.07,0.13,0.0,32.0,32.0,16.0,0.0,0.0,-360.0,360.0
